,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_month,journey_day,journey_dow,dep_hour,arr_hour,duration_mins,n_stops,has_meal,no_checkin,business_cls,red_eye,dep_period,is_weekend
5128,Air India,2019-05-27,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 28 May,14h 25m,2 stops,No info,13879.0,5.0,27.0,0.0,17.0,7.0,865.0,2.0,0,0,0,0,Evening,0
5129,IndiGo,2019-04-09,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,,4174.0,4.0,9.0,1.0,17.0,19.0,155.0,0.0,0,0,0,0,Evening,0
5130,Air India,2019-05-09,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 10 May,23h 30m,2 stops,No info,10178.0,5.0,9.0,3.0,19.0,19.0,1410.0,2.0,0,0,0,0,Evening,0
5131,Jet Airways,2019-06-12,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25 13 Jun,16h 40m,2 stops,No info,13882.0,6.0,12.0,2.0,11.0,4.0,1000.0,2.0,0,0,0,0,Morning,0
5133,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,4668.0,6.0,27.0,3.0,9.0,12.0,170.0,0.0,0,0,0,0,Morning,0
5134,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 22 May,26h 35m,1 stop,In-flight meal not included,10844.0,5.0,21.0,1.0,20.0,22.0,1595.0,1.0,1,0,0,0,Evening,0
5135,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12h 15m,1 stop,No info,7005.0,6.0,27.0,3.0,8.0,21.0,735.0,1.0,0,0,0,0,Morning,0
5136,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,12898.0,5.0,21.0,1.0,2.0,12.0,620.0,1.0,1,0,0,0,Night,0
5140,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11h 20m,1 stop,No info,16736.0,3.0,6.0,2.0,11.0,23.0,680.0,1.0,0,0,0,0,Morning,0
5141,Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229.0,4.0,3.0,2.0,11.0,14.0,175.0,0.0,0,0,0,0,Morning,0
5142,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,No info,8882.0,5.0,18.0,5.0,4.0,12.0,460.0,1.0,0,0,0,0,Night,1
5143,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,10197.0,5.0,9.0,3.0,8.0,19.0,660.0,1.0,0,0,0,0,Morning,0
5144,IndiGo,2019-05-12,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804.0,5.0,12.0,6.0,20.0,22.0,155.0,0.0,0,0,0,0,Evening,1
5145,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,07:30,13:20,5h 50m,1 stop,No info,13628.0,3.0,3.0,6.0,7.0,13.0,350.0,1.0,0,0,0,0,Morning,1
5146,Vistara,2019-05-27,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6216.0,5.0,27.0,0.0,14.0,17.0,190.0,0.0,0,0,0,0,Afternoon,0
5147,Air India,2019-05-21,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 22 May,25h 35m,1 stop,No info,7480.0,5.0,21.0,1.0,5.0,6.0,1535.0,1.0,0,0,0,0,Morning,0
5148,Air India,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,10:00,16:15,6h 15m,1 stop,No info,11936.0,6.0,12.0,2.0,10.0,16.0,375.0,1.0,0,0,0,0,Morning,0
5151,Vistara,2019-03-01,Banglore,New Delhi,BLR → DEL,21:10,00:05 02 Mar,2h 55m,non-stop,No info,21730.0,3.0,1.0,4.0,21.0,0.0,175.0,0.0,0,0,0,0,Night,0
5152,IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 02 Jun,8h 20m,1 stop,No info,6628.0,6.0,1.0,5.0,17.0,1.0,500.0,1.0,0,0,0,0,Evening,1
5153,Air India,2019-05-01,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 02 May,19h 55m,2 stops,No info,10151.0,5.0,1.0,2.0,12.0,7.0,1195.0,2.0,0,0,0,0,Afternoon,0
5154,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 22 May,21h 25m,1 stop,No info,11467.0,5.0,21.0,1.0,17.0,14.0,1285.0,1.0,0,0,0,0,Evening,0
5155,IndiGo,2019-06-15,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,7010.0,6.0,15.0,5.0,5.0,10.0,295.0,1.0,0,0,0,0,Morning,1
5156,Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229.0,4.0,3.0,2.0,17.0,20.0,180.0,0.0,0,0,0,0,Evening,0
5157,IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,13:10,16:10,3h,non-stop,No info,8033.0,3.0,9.0,5.0,13.0,16.0,180.0,0.0,0,0,0,0,Afternoon,1
5158,Jet Airways,,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229.0,5.0,12.0,3.0,11.0,14.0,175.0,0.0,0,0,0,0,Morning,0
5159,IndiGo,2019-06-09,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 10 Jun,5h 15m,1 stop,No info,6911.0,6.0,9.0,6.0,21.0,2.0,315.0,1.0,0,0,0,0,Night,1
5160,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,19:00 28 Jun,23h,2 stops,No info,14300.0,6.0,27.0,3.0,20.0,19.0,1380.0,2.0,0,0,0,0,Evening,0
5161,Air India,2019-06-09,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 10 Jun,18h 20m,2 stops,No info,13033.0,6.0,9.0,6.0,7.0,1.0,1100.0,2.0,0,0,0,0,Morning,1
5162,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943.0,5.0,24.0,4.0,4.0,6.0,170.0,0.0,0,0,0,0,Night,0
5163,SpiceJet,2019-03-09,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No info,6205.0,3.0,9.0,5.0,9.0,12.0,175.0,0.0,0,0,0,0,Morning,1
5166,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,16108.0,6.0,1.0,5.0,11.0,19.0,465.0,1.0,0,0,0,0,Morning,1
5167,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,20:35,09:30 07 Mar,12h 55m,1 stop,No info,17261.0,3.0,6.0,2.0,20.0,9.0,775.0,1.0,0,0,0,0,Evening,0
5168,SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3311.0,5.0,12.0,6.0,5.0,8.0,160.0,0.0,0,0,0,0,Morning,1
5170,IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,4823.0,6.0,9.0,6.0,16.0,19.0,170.0,0.0,0,0,0,0,Afternoon,1
5171,Air India,2019-03-09,Banglore,New Delhi,BLR → COK → DEL,22:00,13:20 13 Mar,15h 20m,1 stop,No info,8425.0,3.0,9.0,5.0,22.0,13.0,920.0,1.0,0,0,0,0,Night,1
5172,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229.0,5.0,15.0,2.0,11.0,14.0,175.0,0.0,0,0,0,0,Morning,0
5173,GoAir,2019-06-09,Delhi,Cochin,,10:35,19:35,9h,1 stop,No info,5281.0,6.0,9.0,6.0,10.0,19.0,540.0,1.0,0,0,0,0,Morning,1
5174,Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 10 Mar,20h 25m,1 stop,No info,17549.0,3.0,9.0,5.0,8.0,4.0,1225.0,1.0,0,0,0,0,Morning,1
5176,IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823.0,4.0,12.0,4.0,8.0,11.0,170.0,0.0,0,0,0,0,Morning,0
5177,Air India,2019-06-03,Delhi,Cochin,DEL → BLR → COK,17:40,09:35 04 Jun,15h 55m,1 stop,No info,7258.0,6.0,3.0,0.0,17.0,9.0,955.0,1.0,0,0,0,0,Evening,0
5178,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,12:50,01:35 04 Mar,12h 45m,1 stop,No info,18192.0,3.0,3.0,6.0,12.0,1.0,765.0,1.0,0,0,0,0,Afternoon,1
5179,Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 02 May,19h 25m,2 stops,No info,13899.0,5.0,1.0,2.0,10.0,5.0,1165.0,2.0,0,0,0,0,Morning,0
5180,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844.0,5.0,9.0,3.0,14.0,20.0,400.0,1.0,1,0,0,0,Afternoon,0
5181,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 13 May,24h 10m,1 stop,No info,14151.0,5.0,12.0,6.0,9.0,9.0,1450.0,1.0,0,0,0,0,Morning,1
5183,GoAir,2019-06-15,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,3898.0,6.0,15.0,5.0,7.0,10.0,175.0,0.0,0,0,0,0,Morning,1
5184,IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,05:05,,11h 5m,1 stop,No info,6818.0,5.0,15.0,2.0,5.0,13.0,665.0,1.0,0,0,0,0,Morning,0
5185,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 16 May,19h 30m,1 stop,No info,14781.0,5.0,15.0,2.0,16.0,12.0,1170.0,1.0,0,0,0,0,Afternoon,0
5186,Air Asia,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,5192.0,5.0,21.0,1.0,15.0,23.0,500.0,2.0,0,0,0,0,Afternoon,0
5187,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,14441.0,6.0,27.0,3.0,5.0,12.0,425.0,2.0,0,0,0,0,Morning,0
5188,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 25 May,24h 40m,1 stop,No info,14151.0,5.0,24.0,4.0,20.0,21.0,1480.0,1.0,0,0,0,0,Evening,0
5191,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,10678.0,6.0,15.0,5.0,4.0,19.0,845.0,1.0,0,0,0,0,Night,1
5192,Jet Airways,,Delhi,Cochin,DEL → BOM → COK,11:30,,7h 20m,1 stop,No info,12242.0,5.0,12.0,3.0,11.0,13.0,440.0,1.0,0,0,0,0,Morning,0
5193,Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4995.0,6.0,21.0,4.0,2.0,4.0,85.0,0.0,1,0,0,0,Night,0
5194,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 02 Jun,7h 30m,1 stop,In-flight meal not included,10262.0,6.0,1.0,5.0,20.0,4.0,450.0,1.0,1,0,0,0,Evening,1
5195,SpiceJet,2019-04-15,Kolkata,Banglore,CCU → BLR,22:20,00:40 16 Apr,2h 20m,non-stop,No check-in baggage included,3841.0,4.0,15.0,0.0,22.0,0.0,140.0,0.0,0,1,0,0,Night,0
5196,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 10 May,16h,1 stop,In-flight meal not included,9663.0,5.0,9.0,3.0,20.0,12.0,960.0,1.0,1,0,0,0,Evening,0
5197,IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,5224.0,4.0,18.0,3.0,11.0,14.0,155.0,0.0,0,0,0,0,Morning,0
5198,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,No info,14533.0,5.0,18.0,5.0,7.0,19.0,730.0,1.0,0,0,0,0,Morning,1
5199,SpiceJet,2019-05-24,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 25 May,1h 30m,non-stop,No info,2017.0,5.0,24.0,4.0,22.0,0.0,90.0,0.0,0,0,0,0,Night,0
5200,Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,5769.0,6.0,12.0,2.0,18.0,22.0,185.0,0.0,1,0,0,0,Evening,0
5201,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10:45,18:50,8h 5m,1 stop,No info,11622.0,3.0,21.0,3.0,10.0,18.0,485.0,1.0,0,0,0,0,Morning,0
5202,IndiGo,2019-04-03,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823.0,4.0,3.0,2.0,18.0,21.0,175.0,0.0,0,0,0,0,Evening,0
5203,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,14:05,11:25 19 Mar,21h 20m,1 stop,In-flight meal not included,7832.0,3.0,21.0,3.0,14.0,11.0,1280.0,1.0,1,0,0,0,Afternoon,0
5204,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,9001.0,6.0,24.0,0.0,7.0,19.0,705.0,1.0,0,0,0,0,Morning,0
5205,IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754.0,6.0,27.0,3.0,12.0,13.0,90.0,0.0,0,0,0,0,Afternoon,0
5207,IndiGo,2019-03-09,Delhi,Cochin,DEL → TRV → COK,21:05,01:45 10 Mar,4h 40m,1 stop,No info,6937.0,3.0,9.0,5.0,21.0,1.0,280.0,1.0,0,0,0,0,Night,1
5208,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 07 Jun,15h 20m,2 stops,No info,13033.0,6.0,6.0,3.0,10.0,1.0,920.0,2.0,0,0,0,0,Morning,0
5211,Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:15 13 Mar,25h 25m,2 stops,No info,12778.0,3.0,12.0,1.0,8.0,10.0,1525.0,2.0,0,0,0,0,Morning,0
5212,SpiceJet,2019-06-01,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841.0,6.0,1.0,5.0,14.0,17.0,150.0,0.0,0,1,0,0,Afternoon,1
5213,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2227.0,3.0,18.0,0.0,21.0,22.0,85.0,0.0,0,0,0,0,Night,0
5214,SpiceJet,2019-05-09,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1 stop,No info,6171.0,5.0,9.0,3.0,8.0,17.0,520.0,1.0,0,0,0,0,Morning,0
5216,Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 25 Jun,17h 5m,2 stops,No info,13014.0,6.0,24.0,0.0,19.0,12.0,1025.0,2.0,0,0,0,0,Evening,0
5217,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,2754.0,3.0,18.0,0.0,2.0,4.0,90.0,0.0,0,0,0,0,Night,0
5218,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 28 Mar,14h 25m,2 stops,No info,8367.0,3.0,27.0,2.0,17.0,7.0,865.0,2.0,0,0,0,0,Evening,0
5219,Jet Airways,2019-04-03,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 04 Apr,26h 10m,1 stop,In-flight meal not included,5177.0,4.0,3.0,2.0,2.0,4.0,1570.0,1.0,1,0,0,0,Night,0
5220,SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174.0,4.0,18.0,3.0,17.0,19.0,150.0,0.0,0,0,0,0,Evening,0
5221,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,9794.0,5.0,15.0,2.0,8.0,19.0,615.0,1.0,0,0,0,0,Morning,0
5222,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,No info,10486.0,5.0,27.0,0.0,9.0,16.0,385.0,1.0,0,0,0,0,Morning,0
5223,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,15058.0,5.0,21.0,1.0,8.0,19.0,675.0,1.0,0,0,0,0,Morning,0
5224,IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,22:15,00:50 28 Apr,2h 35m,non-stop,No info,4804.0,4.0,27.0,5.0,22.0,0.0,155.0,0.0,0,0,0,0,Night,1
5225,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,16:00,19:45 07 Mar,27h 45m,1 stop,No info,17024.0,3.0,6.0,2.0,16.0,19.0,1665.0,1.0,0,0,0,0,Afternoon,0
5227,Air India,2019-06-09,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 10 Jun,10h 40m,1 stop,No info,8372.0,6.0,9.0,6.0,21.0,7.0,640.0,1.0,0,0,0,0,Night,1
5228,Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,,4050.0,6.0,24.0,0.0,2.0,4.0,85.0,0.0,0,0,0,0,Night,0
5229,Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,,7229.0,5.0,12.0,6.0,11.0,14.0,175.0,0.0,0,0,0,0,Morning,1
5230,SpiceJet,2019-03-18,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No check-in baggage included,2385.0,3.0,18.0,0.0,5.0,7.0,80.0,0.0,0,1,0,0,Morning,0
5231,GoAir,2019-06-24,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898.0,6.0,24.0,0.0,11.0,14.0,170.0,0.0,0,0,0,0,Morning,0
5232,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,6860.0,3.0,3.0,6.0,1.0,4.0,165.0,0.0,0,0,0,0,Night,1
5234,Air India,2019-05-21,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,23:15,8h 45m,2 stops,No info,15107.0,5.0,21.0,1.0,14.0,23.0,525.0,2.0,0,0,0,0,Afternoon,0
5235,Jet Airways,,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 16 Jun,18h 45m,2 stops,In-flight meal not included,10368.0,5.0,12.0,3.0,9.0,4.0,1125.0,2.0,1,0,0,0,Morning,0
5238,IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804.0,6.0,24.0,0.0,14.0,16.0,150.0,0.0,0,0,0,0,Afternoon,0
5239,Air India,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 22 Mar,26h 35m,2 stops,No info,8236.0,3.0,21.0,3.0,16.0,19.0,1595.0,2.0,0,0,0,0,Afternoon,0
5241,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262.0,6.0,9.0,6.0,11.0,19.0,450.0,1.0,1,0,0,0,Morning,1
5244,Air India,2019-06-01,Delhi,Cochin,,20:40,09:25 02 Jun,12h 45m,1 stop,No info,7480.0,6.0,1.0,5.0,20.0,9.0,765.0,1.0,0,0,0,0,Evening,1
5245,Vistara,2019-05-27,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982.0,5.0,27.0,0.0,17.0,20.0,140.0,0.0,0,0,0,0,Evening,0
5246,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No info,8309.0,5.0,18.0,5.0,10.0,19.0,520.0,1.0,0,0,0,0,Morning,1
5247,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344.0,6.0,9.0,6.0,5.0,12.0,425.0,2.0,1,0,0,0,Morning,1
5248,Air India,2019-04-01,Kolkata,Banglore,CCU → HYD → BLR,19:00,09:50 02 Apr,14h 50m,1 stop,No info,4227.0,4.0,1.0,0.0,19.0,9.0,890.0,1.0,0,0,0,0,Evening,0
5249,Air India,2019-03-21,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 22 Mar,19h 40m,2 stops,,9706.0,3.0,21.0,3.0,12.0,7.0,1180.0,2.0,0,0,0,0,Afternoon,0
5250,SpiceJet,2019-05-06,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2017.0,5.0,6.0,0.0,13.0,14.0,90.0,0.0,0,0,0,0,Afternoon,0
5251,IndiGo,2019-06-12,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442.0,6.0,12.0,2.0,8.0,22.0,835.0,1.0,0,0,0,0,Morning,0
5252,Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016.0,6.0,15.0,5.0,18.0,22.0,185.0,0.0,0,0,0,0,Evening,1
5253,IndiGo,2019-04-01,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298.0,4.0,1.0,0.0,6.0,12.0,320.0,1.0,0,0,0,0,Morning,0
5254,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0,5.0,21.0,1.0,17.0,19.0,155.0,0.0,0,0,0,0,Evening,0
5255,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 25 Jun,14h 25m,1 stop,In-flight meal not included,10262.0,6.0,24.0,0.0,14.0,4.0,865.0,1.0,1,0,0,0,Afternoon,0
5256,IndiGo,2019-05-12,Kolkata,Banglore,CCU → HYD → BLR,04:50,09:50,5h,1 stop,No info,4176.0,5.0,12.0,6.0,4.0,9.0,300.0,1.0,0,0,0,0,Night,1
5257,IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 16 Jun,14h 5m,1 stop,No info,5883.0,6.0,15.0,5.0,11.0,1.0,845.0,1.0,0,0,0,0,Morning,1
5258,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,12717.0,6.0,6.0,3.0,10.0,19.0,540.0,1.0,0,0,0,0,Morning,0
5259,IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850.0,5.0,12.0,6.0,7.0,10.0,140.0,0.0,0,0,0,0,Morning,1
5260,IndiGo,2019-05-27,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597.0,5.0,27.0,0.0,19.0,21.0,140.0,0.0,0,0,0,0,Evening,0
5261,SpiceJet,2019-05-09,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2175.0,5.0,9.0,3.0,13.0,14.0,90.0,0.0,0,1,0,0,Afternoon,0
5262,Air Asia,2019-04-12,Banglore,Delhi,BLR → DEL,23:55,02:45 13 Apr,2h 50m,non-stop,No info,7080.0,4.0,12.0,4.0,23.0,2.0,170.0,0.0,0,0,0,0,Night,0
5263,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 02 Apr,11h 5m,1 stop,In-flight meal not included,8849.0,4.0,1.0,0.0,21.0,8.0,665.0,1.0,1,0,0,0,Night,0
5264,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,9899.0,6.0,12.0,2.0,8.0,19.0,685.0,1.0,1,0,0,0,Morning,0
5265,Vistara,2019-06-15,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4878.0,6.0,15.0,5.0,7.0,9.0,160.0,0.0,0,0,0,0,Morning,1
5266,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,7787.0,5.0,9.0,3.0,7.0,19.0,705.0,1.0,0,0,0,0,Morning,0
5267,SpiceJet,2019-05-03,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597.0,5.0,3.0,4.0,17.0,20.0,140.0,0.0,0,0,0,0,Evening,0
5268,GoAir,2019-04-01,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5281.0,4.0,1.0,0.0,10.0,19.0,540.0,1.0,0,0,0,0,Morning,0
5271,IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838.0,6.0,6.0,3.0,9.0,21.0,705.0,1.0,0,0,0,0,Morning,0
5272,SpiceJet,2019-06-03,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597.0,6.0,3.0,0.0,17.0,20.0,140.0,0.0,0,0,0,0,Evening,0
5273,SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No info,3173.0,3.0,21.0,3.0,5.0,7.0,80.0,0.0,0,0,0,0,Morning,0
5274,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 04 Jun,7h 15m,1 stop,No info,13377.0,6.0,3.0,0.0,18.0,1.0,435.0,1.0,0,0,0,0,Evening,0
5275,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 10 May,21h 35m,1 stop,In-flight meal not included,9314.0,5.0,9.0,3.0,20.0,18.0,1295.0,1.0,1,0,0,0,Evening,0
5276,Multiple carriers,2019-03-09,Delhi,Cochin,DEL → HYD → COK,13:15,22:20,9h 5m,1 stop,No info,9856.0,3.0,9.0,5.0,13.0,22.0,545.0,1.0,0,0,0,0,Afternoon,1
5277,Air India,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,8372.0,5.0,21.0,1.0,8.0,19.0,675.0,1.0,0,0,0,0,Morning,0
5278,Jet Airways,,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 02 Apr,23h 20m,1 stop,In-flight meal not included,7064.0,5.0,12.0,3.0,18.0,18.0,1400.0,1.0,1,0,0,0,Evening,0
5281,IndiGo,2019-05-24,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,7640.0,5.0,24.0,4.0,14.0,22.0,490.0,1.0,0,0,0,0,Afternoon,0
